fdc_id,brand_owner,market_country,branded_food_category,brand_name,ingredients,serving_size,serving_size_unit,description,publication_date,Calcium(mg),Carbohydrate(g),Cholesterol(mg),Energy(kcal),Saturated fatty acids(g),Trans fatty acids(g),Fiber(g),Iron(mg),"Potassium, K",Protein(g),Sodium(mg),Total sugar(g),Total fat(g),Vitamin A,"Vitamin A, IU","Vitamin A, RAE","Vitamin C, total ascorbic acid",umap_2,umap_5,umap_10,umap_20
2080495,"Tops Markets, LLC",United States,"Chips, Pretzels & Snacks",TOPS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, LESS THAN 2% OF: HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE, AND/OR AMMONIUM BICARBONATE).",30.0,g,PEANUT BUTTER FILLED PRETZEL NUGGETS,2021-10-28,0.0,50.0,0.0,500.0,5.0,0.0,6.7,2.4,,16.67,1100.0,6.67,23.33,,0.0,,0.0,"[-0.458461195230484, -6.0867390632629395]","[-0.16403277218341827, 3.869377374649048, -1.2198145389556885, 2.2372210025787354, 6.178211688995361]","[4.809343338012695, 7.2628350257873535, 4.8405609130859375, 2.1336510181427, 5.412656307220459, 5.198505878448486, 3.0656564235687256, 11.0137939453125, 4.283350944519043, 8.53003978729248]","[11.21519660949707, 5.682963848114014, 4.641959190368652, 4.070547580718994, 5.40194034576416, 4.394383907318115, 4.522128582000732, 8.44715404510498, 6.3299455642700195, 3.3302040100097656, 5.821624755859375, 5.1425933837890625, 4.224133491516113, 3.9018635749816895, 4.7898759841918945, 4.9209113121032715, 4.5182576179504395, 1.4590669870376587, 7.653177261352539, 10.770389556884766]"
2144385,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HT TRADERS,"ENRICHED WHEAT FLOUR (WHEAT STARCH, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, SILICON DIOXIDE [ANTI-CAKING AGENT]), SALT, CORN SYRUP, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SOYBEAN), SODIUM BICARBONATE, YEAST, NON-HYDROGENATED COCONUT OIL, BUTTER, HIMALAYAN PINK SALT.",28.0,g,"BUTTER WITH HIMALAYAN SALT MOST EXCELLENT PRETZELS, BUTTER WITH HIMALAYAN SALT",2021-10-28,0.0,53.57,0.0,536.0,28.57,0.0,3.6,3.86,,7.14,1357.0,0.0,35.71,,0.0,,0.0,"[7.035188674926758, 13.102253913879395]","[6.296962738037109, 7.32181453704834, 3.556424379348755, 7.803253650665283, 6.797027111053467]","[4.659335613250732, 7.567925930023193, 5.976607322692871, 3.232842206954956, 3.6845438480377197, 6.873149871826172, 3.27874755859375, 7.648019790649414, 4.597411155700684, 9.960549354553223]","[10.757646560668945, 5.4879679679870605, 5.627055644989014, 5.455255031585693, 5.0632805824279785, 4.631621360778809, 4.828917503356934, 5.727360725402832, 6.045387268066406, 3.284498691558838, 5.529002666473389, 4.537114143371582, 4.499542236328125, 4.759123802185059, 5.004654407501221, 3.889888048171997, 3.7268247604370117, 0.6877597570419312, 7.898189544677734, 9.609521865844727]"
2144327,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HT TRADERS,"ENRICHED WHEAT FLOUR (WHEAT STARCH, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, SILICON DIOXIDE [ANTI-CAKING AGENT]), SALT, CORN SYRUP, VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SOYBEAN), SODIUM BICARBONATE, YEAST, NON-HYDROGENATED COCONUT OIL, BUTTER, HIMALAYAN PINK SALT, SUGAR, HONEY POWDER (HONEY, MALTODEXTRIN), SALT, MUSTARD, DIJON MUSTARD (DISTILLED VINEGAR, MUSTARD, WHITE WINE, CITRIC ACID, TARTARIC ACID, SPICES), GARLIC AND ONION POWDER, VINEGAR POWDER (MALTODEXTRIN, VINEGAR, MODIFIED FOOD STARCH) XANTHAN GUM, TURMERIC, PAPRIKA, PARSLEY.",28.0,g,"HONEY MUSTARD WITH HIMALAYAN SALT MOST EXCELLENT PRETZELS, HONEY MUSTARD WITH HIMALAYAN SALT",2021-10-28,0.0,57.14,0.0,571.0,28.57,0.0,3.6,3.86,,7.14,1607.0,0.0,35.71,,0.0,,0.0,"[5.536219120025635, 13.285274505615234]","[5.6430182456970215, 7.384624481201172, 2.999654769897461, 7.895979881286621, 6.677586078643799]","[5.189564228057861, 7.954765796661377, 5.712154865264893, 3.476391077041626, 3.6298930644989014, 6.727512359619141, 3.66593599319458, 7.897802829742432, 4.6199235916137695, 8.788227081298828]","[10.248265266418457, 5.359532833099365, 5.410703659057617, 5.367490768432617, 4.8692803382873535, 4.850094795227051, 5.075628280639648, 6.402397155761719, 6.1520209312438965, 3.289383888244629, 5.95703649520874, 4.80714225769043, 4.0746378898620605, 4.827334403991699, 5.072044372558594, 3.7004778385162354, 4.082153797149658, 1.4712492227554321, 7.459518909454346, 8.902295112609863]"
2405401,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HARRIS TEETER,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CONTAINS LESS THAN 2% OF HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",29.0,g,THIN TWISTS PRETZEL,2022-12-22,0.0,79.31,0.0,379.0,0.0,0.0,3.4,5.17,0.0,10.34,1414.0,0.0,1.72,,,,,"[10.571751594543457, 8.384622573852539]","[7.404816627502441, 6.086755275726318, 6.5237812995910645, 9.273931503295898, 9.373612403869629]","[3.627519369125366, 7.178677558898926, 6.837894916534424, 3.1925604343414307, 3.5254533290863037, 6.304079055786133, 3.7220475673675537, 7.215198993682861, 4.006589412689209, 11.517335891723633]","[11.189493179321289, 5.5267486572265625, 5.850736618041992, 5.963248252868652, 4.7678070068359375, 4.344420433044434, 4.773171901702881, 5.1637444496154785, 6.2159271240234375, 3.5578088760375977, 5.0748138427734375, 4.310318470001221, 5.758495807647705, 5.110193252563477, 4.310361862182617, 3.730592727661133, 3.7335870265960693, -0.046771835535764694, 8.745598793029785, 10.813441276550293]"
2544881,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HARRIS TEETER,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CONTAINS LESS THAN 2% OF CORN SYRUP, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",30.0,GRM,MINI TWISTS PRETZEL,2023-05-25,30.0,80.0,0.0,400.0,0.0,0.0,3.3,6.67,140.0,10.0,1067.0,3.33,3.33,,,,,"[6.669469356536865, -4.5317912101745605]","[7.242945194244385, 5.924409866333008, 6.317898273468018, 9.200178146362305, 9.0820951461792]","[3.424927234649658, 7.079256534576416, 6.7112956047058105, 3.2191221714019775, 3.5010783672332764, 6.108467102050781, 3.601486921310425, 7.046116352081299, 4.061863899230957, 11.702959060668945]","[11.101278305053711, 5.519397258758545, 5.818833827972412, 5.872647285461426, 4.806912899017334, 4.358887195587158, 4.963016033172607, 5.07938289642334, 6.145381450653076, 3.530125856399536, 5.14007043838501, 4.314493656158447, 5.8973612785339355, 5.023646831512451, 4.4440813064575195, 3.706027030944824, 3.626127243041992, 0.02942696027457714, 8.699870109558105, 10.752419471740723]"
2448091,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HT TRADERS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CONTAINS LESS THAN 2% OF L-CYSTEINE, CORN SYRUP, BARLEY MALT EXTRACT.",30.0,g,"PEANUT BUTTER FILLED MINI PRETZEL PILLOWS, PEANUT BUTTER",2023-01-26,0.0,63.33,0.0,433.0,3.33,0.0,3.3,5.0,260.0,13.33,1067.0,3.33,16.67,,,,,"[7.028518199920654, 12.14549732208252]","[3.5681040287017822, 3.5423216819763184, -0.6140866279602051, 7.372580051422119, 4.794220447540283]","[4.5041937828063965, 7.329540252685547, 4.753346920013428, 1.9238733053207397, 5.740180015563965, 5.0861358642578125, 3.0113892555236816, 10.704299926757812, 4.006846904754639, 8.602356910705566]","[10.009900093078613, 5.487881660461426, 4.820061683654785, 4.709641456604004, 4.900454998016357, 4.418554782867432, 4.946988105773926, 7.346565246582031, 5.8380022048950195, 3.512749195098877, 4.165259838104248, 4.415788650512695, 4.472888469696045, 4.68896484375, 4.529522895812988, 4.7584052085876465, 4.50194787979126, 1.046241044998169, 7.5590009689331055, 12.2448091506958]"
2448088,Harris-Teeter Inc.,United States,"Chips, Pretzels & Snacks",HT TRADERS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CHOCOLATE FLAVORED FILLING (SUGAR, VEGETABLE OIL [SOYBEAN OIL, COCONUT OIL], COCOA POWDER [PROCESSED WITH ALKALI], COCOA POWDER, ARTIFICIAL FLAVOR, SALT), PEANUT BUTTER (ROASTED PEANUTS, SUGAR, SALT), SALT, HIGH OLEIC CANOLA OIL AND/OR SOYBEAN OIL, CONTAINS LESS THAN 2% OF CORN SYRUP, BARLEY MALT EXTRACT, NATURAL AND ARTIFICIAL FLAVORS, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",31.0,g,"PEANUT BUTTER BROWNIE FILLED PRETZEL PILLOWS, PEANUT BUTTER BROWNIE",2023-01-26,0.0,67.74,0.0,452.0,6.45,0.0,3.2,6.45,0.0,9.68,871.0,16.13,16.13,,,,,"[6.386745929718018, 14.463375091552734]","[-0.3360016345977783, 3.6851422786712646, -1.0949575901031494, 2.2005667686462402, 5.9914164543151855]","[4.901966571807861, 7.250005722045898, 4.877026081085205, 2.241431474685669, 5.106575012207031, 5.478577613830566, 3.094919204711914, 10.686225891113281, 4.351983070373535, 8.543889045715332]","[11.18433666229248, 5.654048919677734, 4.789977073669434, 4.312098979949951, 5.223062038421631, 4.567151069641113, 4.660317897796631, 8.119037628173828, 6.174781322479248, 3.3184218406677246, 5.951169967651367, 5.148843765258789, 4.366847515106201, 3.9168477058410645, 4.8705830574035645, 4.663740158081055, 4.312225818634033, 1.4705005884170532, 7.470269680023193, 10.336508750915527]"
2476825,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, IRON AS FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, SUNFLOWER OIL OR CANOLA OIL OR RICE OIL, CORN SYRUP, MALT SYRUP, YEAST.",28.0,g,"THINS PRETZELS, THINS",2023-02-16,6.0,82.14,0.0,393.0,0.0,0.0,3.6,3.93,20.0,10.71,786.0,0.0,5.36,,,,,"[8.859145164489746, 13.189412117004395]","[10.040925979614258, 4.036464691162109, 7.71592903137207, 6.048081398010254, -0.3349177837371826]","[4.053897380828857, 7.006648063659668, 5.945765018463135, 2.6432769298553467, 3.6139109134674072, 7.075611591339111, 2.488041400909424, 7.83139181137085, 4.380321025848389, 11.135353088378906]","[11.267240524291992, 5.52119255065918, 5.707378387451172, 5.2321014404296875, 5.3167548179626465, 4.554084777832031, 4.502050876617432, 5.455004692077637, 6.029119968414307, 2.9886605739593506, 5.359518527984619, 4.405558109283447, 4.963212966918945, 4.35488224029541, 5.0760955810546875, 4.105851173400879, 3.1707966327667236, 0.08194247633218765, 8.372390747070312, 10.524744987487793]"
2476826,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, IRON AS FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUNFLOWER OIL OR CANOLA OIL OR RICE OIL, SALT, CORN SYRUP, MALT SYRUP, LEAVENING (CONTAINS ONE OR MORE OF THE FOLLOWING: YEAST OR SODIUM BICARBONATE).",28.0,g,STICKS PRETZELS,2023-02-16,10.0,78.57,0.0,393.0,0.0,0.0,3.6,5.0,16.0,10.71,1393.0,0.0,5.36,,,,,"[8.84797477722168, 13.212739944458008]","[10.02651309967041, 4.037031173706055, 7.679467678070068, 6.055242538452148, -0.3211882710456848]","[4.069378852844238, 7.021244525909424, 5.949408531188965, 2.653843402862549, 3.616067409515381, 7.082495212554932, 2.4981608390808105, 7.831942081451416, 4.388645172119141, 11.116035461425781]","[11.268843650817871, 5.533562660217285, 5.714542388916016, 5.231472015380859, 5.31961727142334, 4.548410415649414, 4.495522499084473, 5.461737155914307, 6.02775239944458, 2.9862828254699707, 5.366120338439941, 4.418013095855713, 4.955687999725342, 4.355367183685303, 5.081542491912842, 4.100406169891357, 3.16975474357605, 0.08501928299665451, 8.369977951049805, 10.512957572937012]"
1972049,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PEANUT BUTTER (DRY ROASTED PEANUTS, SUGAR, SALT), SALT, MALT, CANOLA OIL.",32.0,g,"PEANUT BUTTER FILLED PRETZEL NUGGETS, PEANUT BUTTER",2021-07-29,34.0,59.38,0.0,469.0,3.12,0.0,3.1,3.44,356.0,15.62,688.0,6.25,18.75,,,,,"[-6.207391262054443, -3.5610363483428955]","[7.091631889343262, 3.2660248279571533, 9.804511070251465, 11.800816535949707, 1.2330899238586426]","[1.579550862312317, 6.852889060974121, 3.188129186630249, 0.5873834490776062, 8.090826034545898, 5.858797073364258, 2.572269916534424, 7.63244104385376, 2.5915987491607666, 8.572311401367188]","[9.776468276977539, 5.532412052154541, 4.770525932312012, 4.684344291687012, 4.817363739013672, 4.411389350891113, 4.9770073890686035, 7.3759989738464355, 5.733170032501221, 3.5902490615844727, 3.8862991333007812, 4.271667003631592, 4.5059003829956055, 4.833275318145752, 4.424663543701172, 4.861323356628418, 4.578762054443359, 0.9146119356155396, 7.549438953399658, 12.569140434265137]"
2476830,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"WHEAT FLOUR, SALT, SUNFLOWER OIL OR CANOLA OIL OR RICE OIL, CORN SYRUP, MALT SYRUP, YEAST.",28.0,g,RODS PRETZELS,2023-02-16,11.0,78.57,0.0,393.0,0.0,0.0,3.6,0.0,5.0,7.14,1500.0,0.0,5.36,,,,,"[-0.40933936834335327, 15.220622062683105]","[6.479487895965576, 7.535688400268555, 3.949465036392212, 1.3088372945785522, 7.020801544189453]","[5.313729286193848, 8.707587242126465, 6.2968316078186035, 4.780844211578369, 2.1352550983428955, 8.130268096923828, 2.9310851097106934, 6.192239284515381, 4.367066860198975, 7.6642746925354]","[9.23344898223877, 5.049365043640137, 5.497580051422119, 5.248852729797363, 5.159459590911865, 5.126824378967285, 5.355365753173828, 6.039222717285156, 6.307469844818115, 3.525731086730957, 6.058418273925781, 2.910191774368286, 2.652813673019409, 5.018997669219971, 5.161322593688965, 3.7922980785369873, 4.31582498550415, 1.1147756576538086, 8.644118309020996, 7.18923282623291]"
2476827,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, IRON AS FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, SUNFLOWER OIL OR CANOLA OIL OR RICE OIL, CORN SYRUP, MALT SYRUP, YEAST.",28.0,g,MINI PRETZELS,2023-02-16,10.0,82.14,0.0,393.0,0.0,0.0,3.6,3.93,17.0,10.71,1393.0,0.0,3.57,,,,,"[8.882685661315918, 13.204025268554688]","[10.042991638183594, 4.041656494140625, 7.732515335083008, 6.059707164764404, -0.34342458844184875]","[4.042375564575195, 6.9974446296691895, 5.946009159088135, 2.637160062789917, 3.6128666400909424, 7.071358680725098, 2.4826788902282715, 7.827920913696289, 4.373991966247559, 11.151115417480469]","[11.267229080200195, 5.521448612213135, 5.7076826095581055, 5.232645034790039, 5.3164896965026855, 4.553874969482422, 4.502154350280762, 5.454686641693115, 6.0290846824646, 2.989110231399536, 5.359309196472168, 4.405483245849609, 4.962735652923584, 4.355403900146484, 5.076065540313721, 4.105835914611816, 3.1711621284484863, 0.08180471509695053, 8.372062683105469, 10.524450302124023]"
2391277,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"WATER, POTATO STARCH, MODIFIED WAXY MAIZE STARCH, POTATO FLOUR, RICE FLOUR, PALM OIL, CORN STARCH, TAPIOCA SYRUP, BAKING POWDER (SODIUM ACID PYROPHOSPHATE), CELLULOSE GUM, INACTIVE DRY YEAST, SALT.",30.0,g,GLUTEN FREE MINI PRETZELS,2022-12-22,33.0,53.33,0.0,300.0,3.33,0.0,0.0,0.33,100.0,0.0,200.0,0.0,8.33,,,,,"[2.6802923679351807, 4.580691337585449]","[4.845322132110596, 5.468683242797852, 7.036060333251953, 3.2398509979248047, 5.631280422210693]","[3.755723476409912, 5.901092052459717, 3.369027853012085, 5.394937038421631, 3.5462160110473633, 4.672435283660889, 4.26894474029541, 3.570788621902466, 4.038578987121582, 6.352068901062012]","[9.095742225646973, 4.271377086639404, 4.12603235244751, 5.599360942840576, 5.463420867919922, 5.328878402709961, 5.310748100280762, 5.341444492340088, 5.4048638343811035, 3.5257680416107178, 4.109193325042725, 3.992218255996704, 4.794564247131348, 4.503986835479736, 5.0064311027526855, 4.243385314941406, 4.335065841674805, 3.8364367485046387, 6.124395370483398, 3.3194832801818848]"
2391275,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"WATER, POTATO STARCH, MODIFIED WAXY MAIZE STARCH, POTATO FLOUR, RICE FLOUR, PALM OIL, CORN STARCH, TAPIOCA SYRUP, BAKING POWDER (SODIUM ACID PYROPHOSPHATE), CELLULOSE GUM, INACTIVE DRY YEAST, SALT.",30.0,g,GLUTEN FREE STICKS PRETZELS,2022-12-22,33.0,53.33,0.0,300.0,3.33,0.0,0.0,0.33,100.0,0.0,200.0,0.0,8.33,,,,,"[2.6817517280578613, 4.567537307739258]","[4.846883296966553, 5.468320369720459, 7.033298969268799, 3.23923921585083, 5.633080959320068]","[3.7556369304656982, 5.900932788848877, 3.3681483268737793, 5.393149375915527, 3.5459682941436768, 4.6716437339782715, 4.268770217895508, 3.5694661140441895, 4.038536548614502, 6.350562572479248]","[9.095342636108398, 4.272676467895508, 4.128087520599365, 5.599298000335693, 5.4619221687316895, 5.327607154846191, 5.311488151550293, 5.341546058654785, 5.406062126159668, 3.5278475284576416, 4.110194206237793, 3.99412202835083, 4.795619010925293, 4.503995418548584, 5.005788326263428, 4.243523120880127, 4.334747314453125, 3.8349838256835938, 6.124058723449707, 3.321174383163452]"
2391276,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"WATER, POTATO STARCH, MODIFIED WAXY MAIZE STARCH, POTATO FLOUR, RICE FLOUR, PALM OIL, CORN STARCH, TAPIOCA SYRUP, BAKING POWDER (SODIUM ACID PYROPHOSPHATE), CELLULOSE GUM, INACTIVE DRY YEAST, SALT.",30.0,g,GLUTEN FREE PRETZELS STICKS,2022-12-22,33.0,53.33,0.0,300.0,3.33,0.0,0.0,0.33,100.0,0.0,200.0,0.0,8.33,,,,,"[2.6855204105377197, 4.565690517425537]","[4.848179340362549, 5.4703521728515625, 7.029769420623779, 3.241830587387085, 5.635571002960205]","[3.755169153213501, 5.901349067687988, 3.368797540664673, 5.394234657287598, 3.546508312225342, 4.672141075134277, 4.2686896324157715, 3.5714614391326904, 4.038386344909668, 6.351511001586914]","[9.095664024353027, 4.271665096282959, 4.127108097076416, 5.600513935089111, 5.463455677032471, 5.328944683074951, 5.311216354370117, 5.342448711395264, 5.405062198638916, 3.5254218578338623, 4.109803676605225, 3.99052095413208, 4.79426908493042, 4.504169464111328, 5.006209373474121, 4.241966724395752, 4.334499359130859, 3.8346524238586426, 6.126237392425537, 3.321356773376465]"
2279730,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORN SYRUP, SALT, VEGETABLE OIL (CANOLA OIL AND/OR CORN OIL AND/OR SOYBEAN OIL), SODIUM BICARBONATE, YEAST.",28.0,g,MINI PRETZELS,2022-05-23,36.0,78.57,0.0,393.0,0.0,0.0,3.6,4.64,214.0,10.71,1214.0,3.57,3.57,,,,,"[8.385138511657715, 13.429830551147461]","[9.935860633850098, 3.9265263080596924, 7.344260215759277, 5.732985973358154, -0.14242728054523468]","[4.304823398590088, 7.328465461730957, 6.026490211486816, 2.8618602752685547, 3.6981828212738037, 7.065518856048584, 2.7724432945251465, 7.73049259185791, 4.582585334777832, 10.800440788269043]","[11.10275936126709, 5.557337760925293, 5.720060348510742, 5.332118511199951, 5.228750228881836, 4.542595386505127, 4.5943989753723145, 5.509174823760986, 6.018922805786133, 3.1239848136901855, 5.384082317352295, 4.448098182678223, 4.709784030914307, 4.533190727233887, 5.0940022468566895, 4.057546615600586, 3.402066469192505, 0.268275648355484, 8.164836883544922, 10.206514358520508]"
2280805,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CORN SYRUP, VEGETABLE OIL (CANOLA OIL AND/OR COM OIL AND/OR SOYBEAN OIL), VITAL WHEAT GLUTEN, SODIUM BICARBONATE, YEAST.",28.0,g,THINS PRETZELS,2022-05-23,36.0,78.57,0.0,393.0,0.0,0.0,3.6,4.64,214.0,10.71,1179.0,3.57,3.57,,,,,"[8.336926460266113, 13.699684143066406]","[9.994751930236816, 3.7858219146728516, 7.201181411743164, 5.485491752624512, -0.15567366778850555]","[4.29453182220459, 7.500340461730957, 6.173766136169434, 2.935420274734497, 3.8045785427093506, 7.088759899139404, 2.836275577545166, 7.530978679656982, 4.731352806091309, 10.930761337280273]","[11.06942081451416, 5.5745320320129395, 5.792686939239502, 5.463540554046631, 5.170864582061768, 4.5174665451049805, 4.641358852386475, 5.359421253204346, 6.007450580596924, 3.2372281551361084, 5.293628692626953, 4.380033016204834, 4.589178562164307, 4.68587589263916, 5.114363670349121, 4.078219413757324, 3.527402639389038, 0.22004400193691254, 8.06894588470459, 10.142433166503906]"
2368936,"Wegmans Food Markets, Inc. ",United States,"Chips, Pretzels & Snacks",WEGMANS,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CORN SYRUP, SALT, VITAL WHEAT GLUTEN, VEGETABLE OIL (CANOLA OIL AND/OR CORN OIL AND/OR SOYBEAN OIL), SODIUM BICARBONATE, YEAST.",28.0,g,RODS PRETZELS,2022-12-07,36.0,78.57,0.0,393.0,0.0,0.0,3.6,4.64,214.0,10.71,1000.0,3.57,3.57,,,,,"[8.30042552947998, 13.642815589904785]","[9.976043701171875, 3.7966270446777344, 7.179764747619629, 5.489426136016846, -0.12688381969928741]","[4.333472728729248, 7.488890647888184, 6.1327033042907715, 2.9562981128692627, 3.777894973754883, 7.074813365936279, 2.8708553314208984, 7.573444366455078, 4.705713272094727, 10.855132102966309]","[11.052827835083008, 5.562420845031738, 5.777813911437988, 5.46035623550415, 5.1677656173706055, 4.523726940155029, 4.650428771972656, 5.373908996582031, 6.008643627166748, 3.2396557331085205, 5.298666477203369, 4.388045310974121, 4.581386089324951, 4.694358825683594, 5.101916790008545, 4.071152687072754, 3.53926944732666, 0.24826622009277344, 8.064146995544434, 10.116893768310547]"
